
23/06/2023 23:17:58,B,Wire Draw-3,DAVID/60552,2312217_36,TERNIUM,630640,test3,300.00,23/06/2023 23:20:14,1.00
24/06/2023 00:49:02,B,Wire Draw-3,DAVID/60552,2312217_368,DACERO,73020156502,Test_e3,3300.00,24/06/2023 00:49:37,0.00
