
23/06/2023 22:42:23,B,Wire Draw-1,None,2322132/19,TERNIUM,630639,Test1,100.00,23/06/2023 22:45:55,3.00
24/06/2023 00:33:28,B,Wire Draw-1,50566,2322132/192,TERNIUM,73020156502,Test_e1,100.00,24/06/2023 00:35:15,2.00
