
24/06/2023 00:11:26,B,Wire Draw-10,EFRAIN/60577,2312132/3566,DACERO,630639,Test112,1100.00,24/06/2023 00:11:33,0.00
24/06/2023 02:02:40,B,Wire Draw-10,EFRAIN/60577,2312132/3566,DACERO,73020156502,test_E11,11000.00,24/06/2023 02:02:57,0.00
24/06/2023 02:05:35,B,Wire Draw-10,EFRAIN/60577,2312132/3566,DACERO,630635,Test111,1110000.00,24/06/2023 02:05:44,0.00
