
24/06/2023 00:04:36,B,Wire Draw-8,50846,123,DACERO,630635,1212,900.00,24/06/2023 00:05:03,1.00
24/06/2023 01:57:24,B,Wire Draw-8,50846,123,DACERO,632345,Test_E9,9000.00,24/06/2023 01:57:33,0.00
