24/05/2021,A,ISRAEL/60016,719.00,24/05/2021 07:30:02,24/05/2021 19:29:02,no plan,no plan,no plan,no plan
31/07/2021,B,ISRAEL/60016,717.00,31/07/2021 19:30:01,01/08/2021 07:29:02,no plan,no plan,no plan,no plan
