
23/06/2023 22:56:54,B,Wire Draw-2,50469/OSWALDO,2311889/2411,ARCELOR MITAL,73020156502,Test3,200.00,23/06/2023 22:58:34,2.00
24/06/2023 00:42:09,B,Wire Draw-2,EMILIO/60557,2311889/2411,ARCELOR MITAL,630635,Test2,2200.00,24/06/2023 00:42:20,0.00
