
24/06/2023 00:07:58,B,Wire Draw-9,50566,Test,DACERO,630635,Test10,10000.00,24/06/2023 00:08:33,0.00
24/06/2023 01:59:09,B,Wire Draw-9,50566,Test,DACERO,630639,TEST_E10,100000.00,24/06/2023 01:59:19,0.00
