
23/06/2023 23:45:33,B,Wire Draw-5,ARMANDO/60620,65082/544,TERNIUM,6303188,Test5,500.00,23/06/2023 23:49:50,4.00
24/06/2023 01:01:40,B,Wire Draw-5,ARMANDO/60620,65082/544,TERNIUM,630635,Test_E5,5500.00,24/06/2023 01:02:08,1.00
24/06/2023 01:02:57,B,Wire Draw-5,ARMANDO/60620,65082/544,TERNIUM,630635,Test_E55,5550.00,24/06/2023 01:03:12,1.00
