Date,Shift,Operator,DownTime,From Time,To Time,Major,Minor,Sub Minor,Sub Sub Minor
23/06/2023,A,SERGIO/60236,3.00,23/06/2023 07:45:01,23/06/2023 07:48:01,FUNCIONAL,Reventon,Block9,NA
23/06/2023,A,SERGIO/60236,2.00,23/06/2023 08:13:01,23/06/2023 08:15:02,FUNCIONAL,Cambio de Reel,lleno,NA
