
23/06/2023 23:55:20,B,Wire Draw-7,50690,065082/15,DACERO,630635,Test8,800.00,23/06/2023 23:55:45,0.00
24/06/2023 01:50:20,B,Wire Draw-7,50690,065082/15,DACERO,630635,Test_E8,88800.00,24/06/2023 01:52:51,0.00
