
23/06/2023 23:28:42,B,Wire Draw-4,50566,2212215/18334,LECO,630640,test4,400.00,23/06/2023 23:28:59,0.00
24/06/2023 00:54:25,B,Wire Draw-4,50566,2212215/18334,LECO,630639,Test_E4,40000.00,24/06/2023 00:55:00,0.00
